,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
1,"Dukes, Dedric",SR-4,Florida,19.99,SEC Championships,2015-05-14,0.6,200,M
2,"De Grasse, Andre",JR-3,USC,20.03,Pac-12 Track & Field Championships,2015-05-15,-0.1,200,M
3,"Hester, Tevin",JR-3,Clemson,20.18,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
4,"Bromell, Trayvon",SO-2,Baylor,20.19,Longhorn Invitational,2015-05-02,1.8,200,M
5,"Hart, Shavez",SR-4,Texas A&M,20.23,SEC Championships,2015-05-14,0.6,200,M
6,"Williams, Kendal",FR-1,Florida State,20.26,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
7,"Rodney, Brendon",JR-3,LIU Brooklyn,20.27,Florida Relays,2015-04-02,1.6,200,M
7,"Lee, Beejay",SR-4,USC,20.27,Florida Relays,2015-04-02,1.6,200,M
9,"Carnes, Brandon",SO-2,Northern Iowa,20.31,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
10,"Faust, Timothy",SR-4,Ohio State,20.34,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,200,M
11,"Robinson, Bryce",JR-3,Tulsa,20.36,Longhorn Invitational,2015-05-02,1.8,200,M
12,"Zahn, DJ",SR-4,Illinois,20.37,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,200,M
13,"Echols- Luper, Cameron",SO-2,TCU,20.39,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
14,"Thymes, Just'N",JR-3,USC,20.46,Florida Relays,2015-04-02,-0.1,200,M
14,"Ali, Ahmed",JR-3,Alabama,20.46,John Jacobs Invitational,2015-04-17,1.6,200,M
16,"Harris, Kevin",FR-1,Baylor,20.49,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
17,"Harrington, James",JR-3,Iowa,20.50,Big Ten Outdoor Track & Field Championships,2015-05-15,1.7,200,M
18,"Acy, Tremayne",SO-2,LSU,20.51,LSU Alumni Gold,2015-04-18,2.6,200,M
18,"Smith, Terrell",FR-1,Kansas State,20.51,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
20,"Bluth, Parker",JR-3,Utah State,20.52,Mountain West Outdoor Track & Field Championships,2015-05-13,1.5,200,M
21,"Ernest, Aaron",SR-4,LSU,20.53,SEC Championships,2015-05-14,0.6,200,M
22,"Smith, Teray",SO-2,Auburn,20.54,War Eagle Invitational 2015,2015-04-17,0.9,200,M
23,"Robinson, Dionte",FR-1,UTSA,20.56,UTSA Invitational,2015-04-04,2.3,200,M
24,"Givans, Senoj-Jay",SO-2,Texas,20.57,Big 12 Outdoor Track & Field Championships,2015-05-15,1.0,200,M
25,"Listenbee, Kolby",SO-2,TCU,20.60,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
25,"Mohammed, Norvell",JR-3,Eastern Illinois,20.60,Big Blue Classic 2015,2015-04-02,2.3,200,M
27,"Ways, Ceo",SO-2,North Carolina,20.63,ACC Outdoor Track & Field Championships,2015-05-14,0.8,200,M
27,"Friday, Trentavis",FR-1,Florida State,20.63,ACC Outdoor Track & Field Championships,2015-05-14,0.8,200,M
29,"Devonish, Anderson",SO-2,Illinois State,20.64,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
30,"Henderson, Kahlil",SO-2,Auburn,20.65,2015 UT Challenge,2015-05-02,0.0,200,M
31,"Carter, Hanoj",SO-2,UL-Lafayette,20.66,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
32,"Watts, Sam",JR-3,TCU,20.68,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
32,"Farquarshon, Johnathan",JR-3,Abilene Christian,20.68,John Jacobs Invitational,2015-04-17,1.6,200,M
32,"Dasor, Emmanuel",SO-2,Western Kentucky,20.68@,Conference USA Outdoor Track & Field Championships,2015-05-14,1.4,200,M
35,"Anumnu, Charles",SO-2,Texas,20.69,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
36,"Bacon, Jaylen",FR-1,Arkansas State,20.71,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
36,"Chambers, Marcus",SO-2,Oregon,20.71,Pepsi Team Invitational,2015-04-11,2.3,200,M
38,"Coleman, Christian",FR-1,Tennessee,20.73,Tennessee Relays,2015-04-09,0.4,200,M
39,"Sears, Ventavius",SO-2,Western Kentucky,20.74@,Conference USA Outdoor Track & Field Championships,2015-05-14,3.3,200,M
39,"Vaughn, Clayton",SR-4,Texas-Arlington,20.74,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.6,200,M
39,"McBride, Elroy",JR-3,Texas Tech,20.74@,Texas Tech Red Raider Open,2015-04-30,2.2,200,M
42,"Wilson, Malik",FR-1,Baylor,20.75,Big 12 Outdoor Track & Field Championships,2015-05-15,1.2,200,M
43,"Mackey, Trevor",SR-4,Texas Tech,20.76,UTSA Texas Challenge Invitational,2015-03-20,2.5,200,M
43,"Duggans, Drew",SO-2,Kennesaw State,20.76,Atlantic Sun Outdoor Track & Field Championships,2015-05-15,0.7,200,M
43,"Coles, Steve",JR-3,Norfolk State,20.76,2015 Hampton University Relays,2015-04-10,1.0,200,M
46,"Hudson, Cameron",JR-3,Alabama,20.78,LSU Invitational,2015-05-02,-0.8,200,M
47,"Delaney, Arthur",SR-4,Oregon,20.79,Oregon Relays,2015-04-16,1.3,200,M
47,"HEARD, Collin",SO-2,North Texas,20.79,Bobcat Classic,2015-04-25,2.3,200,M
49,"Okezie, Chidi",SR-4,Hampton,20.81,2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,1.5,200,M
49,"Jenkins, Justin",JR-3,Sam Houston St.,20.81,Southland Conference Championship,2015-05-08,2.4,200,M
49,"Gordon, Wayne",SR-4,Kent State,20.81,War Eagle Invitational 2015,2015-04-17,1.3,200,M
49,"Bethel, Nigel",FR-1,Texas Tech,20.81,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
53,"Cotton, Kenzo",FR-1,Arkansas,20.82,Arkansas Twilight,2015-05-01,0.3,200,M
54,"Stryganek, Brandon",SR-4,Illinois,20.83,Big Ten Outdoor Track & Field Championships,2015-05-15,1.4,200,M
55,"Horsley, Carl",SR-4,Cal St. Northridge,20.84,2015 Big West Championships,2015-05-15,1.5,200,M
55,"Norwood, Vernon",SR-4,LSU,20.84,2015 Jim Click Shootout,2015-04-11,-2.3,200,M
57,"Wright, Antwan",JR-3,Florida,20.85,Florida Relays,2015-04-02,0.0,200,M
57,"Stewart, Davonte",SR-4,USC,20.85,Mt. SAC Relays,2015-04-16,2.1,200,M
57,"Bynum, Anthony",JR-3,Charlotte,20.85,Charlotte 49er Classic,2015-03-19,0.7,200,M
60,"Miller, Jalen",SO-2,Mississippi,20.86,SEC Championships,2015-05-14,-1.5,200,M
60,"James, Amir",FR-1,Northwestern St.,20.86,Southland Conference Championship,2015-05-08,2.4,200,M
60,"Lawson, Jarrion",JR-3,Arkansas,20.86,Arkansas Twilight,2015-05-01,0.3,200,M
60,"Teeters, John",JR-3,Oklahoma State,20.86,John McDonnell Invitational,2015-04-10,2.4,200,M
64,"Jones, Rodney",SR-4,Sam Houston St.,20.88,Southland Conference Championship,2015-05-08,2.4,200,M
65,"Williams, Cameron",SO-2,Boston U.,20.89,Tiger Track Classic 2015,2015-04-03,1.8,200,M
66,"Evans, Ahmad",SR-4,SIU-Edwardsville,20.90,Ohio Valley Conference Championships,2015-05-15,1.1,200,M
67,"Cowan, Kameron",SR-4,Grambling,20.91,Georgia Invitational,2015-05-09,-1.3,200,M
67,"Butler, Quentin",SR-4,Texas-Arlington,20.91,Bobcat Classic,2015-04-25,2.3,200,M
67,"Cheeks, Michael",SO-2,Clemson,20.91,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
67,"Hartley, Jaron",FR-1,Kansas,20.91,Big 12 Outdoor Track & Field Championships,2015-05-15,0.6,200,M
71,"Barnes, William",JR-3,Kent State,20.92,Akron Northeast Ohio Invitational,2015-04-02,2.0,200,M
72,"Calhoun, Jamario",JR-3,Georgia,20.93,Georgia Tech Yellow Jacket Invitational,2015-03-27,1.9,200,M
72,"Hall, Christopher",SR-4,UTSA,20.93,UTSA Invitational,2015-04-04,2.3,200,M
72,"Brandt-Sims, Isaiah",FR-1,Stanford,20.93,Big Meet: Cal vs. Stanford,2015-04-11,-1.5,200,M
72,"Winfrey, Eric",SR-4,South Carolina,20.93,Bill Carson Invitational,2015-04-10,1.5,200,M
76,"Newson, Cameron",SR-4,Texas-Arlington,20.94,Bobcat Classic,2015-04-25,2.3,200,M
76,"Hayes, Jaz",SO-2,Loyola (Ill.),20.94,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
76,"Edwards, Calvin",JR-3,Eastern Illinois,20.94,Ohio Valley Conference Championships,2015-05-15,1.7,200,M
79,"Hall, Ricco",JR-3,Nebraska,20.95,Big Ten Outdoor Track & Field Championships,2015-05-15,1.0,200,M
79,"Washington, Marqueze",JR-3,Arkansas,20.95,John McDonnell Invitational,2015-04-10,2.4,200,M
79,"Gravesande, Clayton",SR-4,South Carolina,20.95,Bill Carson Invitational,2015-04-10,1.5,200,M
82,"Terpezan, Alexandru",SO-2,Boise State,20.96,Mountain West Outdoor Track & Field Championships,2015-05-13,0.7,200,M
82,"James, Jamol",JR-3,Arizona State,20.96,Duel in the Desert- ASU vs ARIZONA,2015-05-01,-0.4,200,M
84,"Anumnu, Carlton",SO-2,Texas,20.97,Texas Invitational,2015-04-11,1.3,200,M
84,"McTear, Jamael",JR-3,Grambling,20.97,2015 SWAC Outdoor Championship,2015-04-24,2.2,200,M
84,"Strup, Chris",JR-3,Loyola (Ill.),20.97,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
84,"Spooney, John",SR-4,Michigan,20.97,Virginia Challenge,2015-04-17,0.7,200,M
88,"Johnson, Tamarick",JR-3,Jackson State,20.98,2015 SWAC Outdoor Championship,2015-04-24,2.2,200,M
88,"Young, Jalen",SR-4,Rhode Island,20.98,Atlantic 10 Championships,2015-05-02,2.0,200,M
90,"Hass, Alexander",SR-4,Coastal Carolina,20.99,Tiger Track Classic 2015,2015-04-03,2.8,200,M
90,"Glastetter, Kevin",SR-4,Loyola (Ill.),20.99,2015 MVC Outdoor Track and Field Championships,2015-05-15,3.8,200,M
92,"Collins, Leshon",JR-3,Houston,21.00,Mt. SAC Relays,2015-04-16,2.3,200,M
92,"Smith, Darius",JR-3,SIU-Edwardsville,21.00,Ohio Valley Conference Championships,2015-05-15,1.1,200,M
92,"Johnson, Anthony",JR-3,Texas State,21.00,Bobcat Classic,2015-04-25,2.3,200,M
95,"Powell, Leon",FR-1,UCLA,21.01,Pac-12 Track & Field Championships,2015-05-15,-0.1,200,M
95,"Giesting, Christopher",SR-4,Notre Dame,21.01,ACC Outdoor Track & Field Championships,2015-05-14,1.8,200,M
95,"Gabriel, Caleb",SO-2,N. Carolina A&T,21.01,2015 Aggie Last Chance,2015-05-17,1.9,200,M
95,"Buckley, William",SO-2,Appalachian State,21.01,Sun Belt Outdoor Track and Field Championships,2015-05-08,1.0,200,M
95,"Daniel, Rosen",JR-3,Abilene Christian,21.01,John Jacobs Invitational,2015-04-17,1.6,200,M
100,"Saucer, Vinnie",SO-2,Iowa,21.02,Musco Invitational,2015-05-02,2.5,200,M
1,"Norman, Michael",SO-2,USC,19.84,2018 Pac-12 Track & Field Championships,2018-05-12,2.8,200,M
2,"Ewers, Andre",JR-3,Florida State,19.98,ACC Outdoor Championships,2018-05-10,2.3,200,M
3,"Titi, Ncincilili",SR-4,South Carolina,20.00,USC Open,2018-04-21,1.9,200,M
4,"Hall, Elijah",SR-4,Houston,20.11,Home Depot Clyde Littlefield Texas Relays,2018-03-28,1.6,200,M
5,"Oduduru, Divine",SO-2,Texas Tech,20.13,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.3,200,M
6,"Williams, Kendal",JR-3,Georgia,20.15,SEC Outdoor Track and Field Championships,2018-05-11,0.8,200,M
7,"Flournoy, Jaron",JR-3,LSU,20.23,LSU Invitational,2018-04-28,3.5,200,M
8,"Bacon, Jaylen",SR-4,Arkansas State,20.25,Sun Belt Outdoor Track and Field Championships,2018-05-11,1.5,200,M
8,"Williams, Mustaqeem",JR-3,Tennessee,20.25,SEC Outdoor Track and Field Championships,2018-05-11,0.8,200,M
10,"Gillespie, Cravon",JR-3,Oregon,20.26,2018 Pac-12 Track & Field Championships,2018-05-12,2.8,200,M
11,"Morris, Julius",SR-4,Western Kentucky,20.32,2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.1,200,M
12,"Walter, Keitavious",JR-3,Alabama,20.33,SEC Outdoor Track and Field Championships,2018-05-11,0.8,200,M
13,"Jefferson, Chris",JR-3,Sam Houston St.,20.37,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.1,200,M
14,"Harrison, Eric",FR-1,Ohio State,20.39,Big Ten Championships,2018-05-11,-0.3,200,M
14,"Allen, Nathon",SO-2,Auburn,20.39,Tiger Track Classic 2018,2018-04-13,2.1,200,M
16,"Laird, Terrance",FR-1,Penn State,20.41,Florida Relays,2018-03-29,0.9,200,M
17,"Rowe, Rodney",JR-3,N. Carolina A&T,20.42,MEAC Outdoor Track & Field Championships,2018-05-03,2.6,200,M
18,"Reese, Riak",SR-4,Kent State,20.43,Florida Relays,2018-03-29,0.9,200,M
19,"Quinn, Devin",JR-3,Illinois,20.45,Ole Miss Classic,2018-03-31,1.5,200,M
20,"Peebles, Dylan",SO-2,North Carolina St.,20.46,UF Tom Jones Memorial,2018-04-13,3.1,200,M
20,"Resais , Cliff",SR-4,SE Louisiana,20.46,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.1,200,M
22,"James, Amir",SR-4,Northwestern St.,20.47,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.1,200,M
23,"Montgomery, Kahmari",JR-3,Houston,20.48,The American Outdoor Track & Field Championships,2018-05-11,-0.4,200,M
23,"Burke, Mario",JR-3,Houston,20.48,The American Outdoor Track & Field Championships,2018-05-11,-0.4,200,M
25,"Smith, Terrell",SR-4,Kansas State,20.49@,Texas Tech Corky/Crofoot Shootout,2018-04-27,1.0,200,M
26,"Hudson, Andrew",JR-3,Texas Tech,20.51,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.9,200,M
26,"Girk, Ryan",SR-4,Grand Canyon,20.51,Western Athletic Conference Outdoor Track and Field Champion,2018-05-09,3.3,200,M
26,"Guevara, Asa",SR-4,UTEP,20.51,2018 Desert Heat Classic,2018-04-28,0.8,200,M
29,"Igbokwe, Obi",JR-3,Arkansas,20.52,SEC Outdoor Track and Field Championships,2018-05-11,3.3,200,M
29,"Cotton, Kenzo",SR-4,Arkansas,20.52,SEC Outdoor Track and Field Championships,2018-05-11,2.0,200,M
31,"Richard, Tyrell",JR-3,South Carolina St.,20.53,MEAC Outdoor Track & Field Championships,2018-05-03,2.6,200,M
31,"Larkins, Micah",JR-3,Northwestern St.,20.53,Southland Conference Outdoor Track & Field Championships,2018-05-04,0.1,200,M
33,"Patterson, Shannon",JR-3,North Carolina St.,20.54,ACC Outdoor Championships,2018-05-10,2.3,200,M
34,"Devonish, Anderson",SR-4,Illinois State,20.55,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.4,200,M
34,"Gray, Nick",JR-3,Ohio State,20.55,Big Ten Championships,2018-05-11,-0.3,200,M
34,"Kemp, Demek",JR-3,South Carolina St.,20.55,USC Open,2018-04-21,1.4,200,M
37,"West, McKinely",JR-3,Southern Miss.,20.56,2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.1,200,M
37,"McConico, Kwantreyl",JR-3,Tennessee,20.56,Florida Relays,2018-03-29,1.6,200,M
39,"Howell, Renard",SR-4,LSU,20.57,LSU Invitational,2018-04-28,3.5,200,M
39,"James, Tre",SO-2,Southern Utah,20.57,Big Sky Outdoor Track & Field Championships,2018-05-08,2.0,200,M
41,"Shinnick, Zach",FR-1,USC,20.58,USC Power 5 Challenge,2018-03-23,1.0,200,M
42,"Mosby, Correion",JR-3,LSU,20.59,LSU Invitational,2018-04-28,2.8,200,M
42,"Hayes, Jared",FR-1,Troy,20.59,Sun Belt Outdoor Track and Field Championships,2018-05-11,1.5,200,M
44,"Woodard, Antonio",SO-2,Iowa,20.61,2018 Willie Williams Classic - College/Open,2018-03-16,2.4,200,M
44,"St Hillaire, Dwight",FR-1,Kentucky,20.61,Florida Relays,2018-03-29,2.3,200,M
44,"Willis, Maxwell",SO-2,Baylor,20.61,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.9,200,M
47,"Harris, Micaiah",FR-1,Texas,20.62,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.9,200,M
47,"Williams, Waseem",SO-2,Purdue,20.62,2018 Louisville Invitational,2018-04-13,2.0,200,M
49,"Amoah, Joseph",SO-2,Coppin State,20.63,MEAC Outdoor Track & Field Championships,2018-05-03,2.9,200,M
49,"Okeze, Charles",JR-3,Arkansas-Little Rock,20.63,ASU Red Wolf Open,2018-04-20,2.8,200,M
51,"Kowalchuk, Karson",SO-2,Miss State,20.64,SEC Outdoor Track and Field Championships,2018-05-11,2.9,200,M
51,"Sani-Brown, Hakim",FR-1,Florida,20.64,National Relay Championships,2018-04-27,1.4,200,M
53,"Moffett, Malik",SR-4,Penn State,20.65,Big Ten Championships,2018-05-11,-0.3,200,M
54,"Timpson, Jr, Michael",JR-3,Florida,20.66,UF Tom Jones Memorial,2018-04-13,3.1,200,M
55,"Lamb, Cordell",SR-4,Clemson,20.67,ACC Outdoor Championships,2018-05-10,0.3,200,M
55,"Maguranyanga, Kundai",FR-1,Drake,20.67,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.4,200,M
57,"Ross, Elijah",SR-4,Arkansas State,20.68,Sun Belt Outdoor Track and Field Championships,2018-05-11,1.5,200,M
58,"Flowers, Darrion",JR-3,TCU,20.69,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,1.3,200,M
59,"Davis, Josh",JR-3,Alabama State,20.70,SWAC Outdoor Track and Field Championship,2018-05-04,0.0,200,M
59,"Johnson, Jabari",SO-2,Appalachian State,20.70,Sun Belt Outdoor Track and Field Championships,2018-05-11,1.5,200,M
59,"Smith, Xavier",SR-4,Penn State,20.70,Big Ten Championships,2018-05-11,-1.1,200,M
62,"Jones-Roundtree, Ade",FR-1,Pittsburgh,20.71,ACC Outdoor Championships,2018-05-10,2.3,200,M
62,"Williams, Jordan",SO-2,Bethune-Cookman,20.71,MEAC Outdoor Track & Field Championships,2018-05-03,1.9,200,M
62,"Matiyenga, Tinotenda",FR-1,TCU,20.71,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.9,200,M
65,"London, Wil",JR-3,Baylor,20.72,Texas Invitational,2018-04-13,2.5,200,M
66,"Walker , Jelani",FR-1,Kentucky,20.73,Florida Relays,2018-03-29,3.6,200,M
66,"Trimble, Jamiel",SR-4,Air Force,20.73,Home Depot Clyde Littlefield Texas Relays,2018-03-28,1.6,200,M
66,"Clark, Ryan",JR-3,Florida,20.73,SEC Outdoor Track and Field Championships,2018-05-11,1.7,200,M
66,"Persiado, Imri",SO-2,Memphis,20.73,ASU Red Wolf Open,2018-04-20,2.8,200,M
70,"Hislop, Akanni",SO-2,LSU,20.74,Miami Hurricane Collegiate Invitational,2018-04-14,0.2,200,M
71,"Richemond, Alexander",SR-4,Southern Miss.,20.75,2018 Conference USA Outdoor Track & Field Championships,2018-05-10,0.1,200,M
72,"Waters, Juston",SR-4,Miss State,20.76,Mississippi State Bulldog Relays,2018-03-23,0.7,200,M
72,"Strother, Nathan",SR-4,Tennessee,20.76,National Relay Championships,2018-04-27,1.6,200,M
74,"Thompson, Jahnoy",JR-3,LSU,20.77,Miami Hurricane Collegiate Invitational,2018-04-14,0.2,200,M
75,"Stewart, Trevor",FR-1,N. Carolina A&T,20.78,MEAC Outdoor Track & Field Championships,2018-05-03,2.6,200,M
75,"DeMoss, Davon",JR-3,Memphis,20.78,The American Outdoor Track & Field Championships,2018-05-11,0.3,200,M
77,"Hazel, Warren",SR-4,Southern Illinois,20.81,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.4,200,M
77,"Cunningham, Quashawn",JR-3,North Carolina St.,20.81,UF Tom Jones Memorial,2018-04-13,2.0,200,M
79,"Lewis, Gordon",FR-1,N.C. Central,20.82,MEAC Outdoor Track & Field Championships,2018-05-03,1.9,200,M
80,"Daniel, Rieker",FR-1,Oregon,20.83,2018 Desert Heat Classic,2018-04-28,0.8,200,M
80,"Dickson, Michael",JR-3,N. Carolina A&T,20.83,MEAC Outdoor Track & Field Championships,2018-05-03,1.8,200,M
82,"Alexander, Nicholas",FR-1,Houston,20.84,Tom Tellez Invitational,2018-05-04,1.1,200,M
82,"Ford, Alize",SO-2,Alabama,20.84,UF Tom Jones Memorial,2018-04-13,1.4,200,M
84,"Michael-Khensu, Jabari",SO-2,Pittsburgh,20.85,ACC Outdoor Championships,2018-05-10,2.3,200,M
84,"Zapata, Alejandro",JR-3,Liberty,20.85,Liberty Twilight Qualifier,2018-05-02,3.3,200,M
84,"Slone, Taron",SR-4,Akron,20.85,Univ. of Akron - Campbell/Wright Open,2018-05-04,2.6,200,M
87,"Burrell, Cameron",SR-4,Houston,20.86,The American Outdoor Track & Field Championships,2018-05-11,-0.3,200,M
87,"Williams, Maj",FR-1,Arizona,20.86,40th Annual Aztec Open,2018-03-23,0.3,200,M
87,"Mokaleng, Derrick",SO-2,TCU,20.86,2018 TCU Invitational,2018-03-16,0.6,200,M
90,"Ejiakuekwu, Roy",JR-3,Arkansas,20.87,SEC Outdoor Track and Field Championships,2018-05-11,2.0,200,M
90,"Reddick, Brandon",SR-4,North Carolina,20.87,ACC Outdoor Championships,2018-05-10,2.3,200,M
90,"Salcido, Carlos",JR-3,New Mexico,20.87@,Texas Tech Masked Rider Invite,2018-05-05,0.2,200,M
93,"Green, DeTorrian",SR-4,Alabama A&M,20.88,SWAC Outdoor Track and Field Championship,2018-05-04,0.0,200,M
93,"Hill, Nigel",SR-4,Rhode Island,20.88,2018 Colonial Relays,2018-04-05,3.7,200,M
95,"Parmley, Tristan",SR-4,Indiana State,20.89,2018 MVC Outdoor Track & Field Championships,2018-05-11,1.4,200,M
