,ATHLETE,YEAR,TEAM,TIME,MEET,MEET DATE,WIND,EVENT,GENDER
95,"Henry, Ivan",JR-3,Kansas,20.89,Big 12 Conference Outdoor Track and Field Championships,2018-05-11,2.9,200,M
95,"Fife, Jonathan",SO-2,Michigan State,20.89,2018 Louisville Invitational,2018-04-13,2.0,200,M
98,"Barnum, Alexander",SO-2,USC,20.90,UCLA vs. USC Dual,2018-04-29,1.0,200,M
98,"Rogers, Calvary",JR-3,Penn,20.90,Tennessee Relays,2018-04-12,1.5,200,M
98,"Hartley, Jaron",SR-4,Kansas,20.90,39th Sun Angel Classic,2018-04-05,1.1,200,M
1,"Mitchell-Blake, Nethaneel",JR-3,LSU,19.95,SEC Championships,2016-05-12,0.4,200,M
2,"Hester, Tevin",SR-4,Clemson,20.13,ACC Championships,2016-05-13,0.9,200,M
3,"Howell, Renard",JR-3,LSU,20.15,SEC Championships,2016-05-12,0.4,200,M
4,"Ali, Ahmed",SR-4,Alabama,20.16,Florida Relays,2016-03-31,2.0,200,M
5,"Hall, Arman",SR-4,Florida,20.33,SEC Championships,2016-05-12,3.4,200,M
6,"Jenkins, Devin",SR-4,Texas A&M,20.39,37th Annual Sun Angel Classic,2016-04-08,0.5,200,M
6,"Belcher, Christopher",JR-3,N. Carolina A&T,20.39,MEAC Outdoor Track & Field Championships,2016-05-05,1.2,200,M
8,"Coleman, Christian",SO-2,Tennessee,20.42,SEC Championships,2016-05-12,1.5,200,M
9,"Henderson, Kahlil",JR-3,Auburn,20.43,SEC Championships,2016-05-12,0.4,200,M
9,"Collins, Leshon",SR-4,Houston,20.43,The American Outdoor Track & Field Championships,2016-05-12,0.1,200,M
11,"Bailey Jr., Aldrich",JR-3,Texas,20.44,Texas Invitational,2016-04-16,0.3,200,M
11,"Smith, Terrell",SO-2,Kansas State,20.44,John McDonnell Invitational,2016-04-22,2.8,200,M
13,"Washington, Marqueze",SR-4,Arkansas,20.49,John McDonnell Invitational,2016-04-22,2.8,200,M
14,"Mutanga, Tinashe",JR-3,LSU,20.50,Texas Invitational,2016-04-16,2.4,200,M
14,"Rodney, Brendon",SR-4,LIU Brooklyn,20.50,Northeast Conference Championship,2016-05-07,3.4,200,M
14,"Acy, Tremayne",JR-3,LSU,20.50,LSU Alumni Gold,2016-04-23,2.5,200,M
17,"Gray, Nick",FR-1,Ohio State,20.51,LSU Battle on the Bayou,2016-04-09,3.9,200,M
18,"Flournoy, Jaron",FR-1,LSU,20.53,LSU Alumni Gold,2016-04-23,3.6,200,M
18,"Givans, Senoj-Jay",JR-3,Texas,20.53,Texas Invitational,2016-04-16,0.3,200,M
20,"Carnes, Brandon",JR-3,Northern Iowa,20.54,2016 MVC Outdoor Track and Field Championships,2016-05-13,2.8,200,M
21,"Lawson, Jarrion",SR-4,Arkansas,20.56,SEC Championships,2016-05-12,1.5,200,M
21,"Trimble, Jamiel",SO-2,Air Force,20.56,Mountain West Championships,2016-05-11,1.4,200,M
21,"Williams, Cameron",JR-3,Boston U.,20.56,Patriot League Outdoor Track & Field Championships,2016-05-06,0.0,200,M
24,"Harrington, James",SR-4,Iowa,20.57,Texas Invitational,2016-04-16,0.3,200,M
24,"McGee, Bentrell",SR-4,Jackson State,20.57,2016 SWAC Outdoor Championship,2016-05-06,-0.6,200,M
26,"Bluth, Parker",SR-4,Utah State,20.59@,Weber State Twilight Meet 2016,2016-05-04,-1.1,200,M
26,"Clark, Ryan",FR-1,Florida,20.59,Florida Relays,2016-03-31,2.0,200,M
28,"White, Malcolm",SO-2,Nebraska,20.60,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.2,200,M
29,"Morrow, Elijah",SO-2,Texas A&M,20.61,SEC Championships,2016-05-12,1.3,200,M
29,"Kerley, Fred",JR-3,Texas A&M,20.61,Baldy Castillo Invitational,2016-03-18,1.3,200,M
31,"Smith, Teray",JR-3,Auburn,20.63,Texas Invitational,2016-04-16,0.3,200,M
31,"Morris, Julius",SO-2,Western Kentucky,20.63,Conference USA Championship,2016-05-12,0.3,200,M
31,"Washington, Josh",JR-3,Arkansas,20.63,John McDonnell Invitational,2016-04-22,2.8,200,M
34,"Freeman, Maurice",JR-3,Georgia,20.64,Florida Relays,2016-03-31,2.4,200,M
34,"Baker, Ronnie",SR-4,TCU,20.64,UF Tom Jones Memorial,2016-04-22,0.2,200,M
36,"Taylor, Nicholas",SR-4,Utah Valley,20.65,Mt. SAC Relays,2016-04-14,2.2,200,M
37,"Cunningham, Quashawn",SO-2,North Carolina St.,20.67,ACC Championships,2016-05-13,0.9,200,M
37,"Williams, Mustaqeem",FR-1,Tennessee,20.67,Seminole Invitational,2016-04-15,2.0,200,M
39,"Watts, Sam",SR-4,TCU,20.68,UF Tom Jones Memorial,2016-04-22,-0.2,200,M
39,"Titi, Ncincilili",SO-2,South Carolina,20.68,Florida Relays,2016-03-31,2.0,200,M
39,"Allen, Devon",SO-2,Oregon,20.68,Oregon Relays,2016-04-15,1.4,200,M
42,"Barnes, William",SR-4,Kent State,20.69,Akron - Cambell/Wright Open,2016-05-06,1.8,200,M
43,"Bowens, Nic",SR-4,Utah State,20.70,Mountain West Championships,2016-05-11,2.2,200,M
44,"James, Amir",SO-2,Northwestern St.,20.71,Southland Conference Outdoor Track & Field Championships,2016-05-06,1.9,200,M
44,"Eliphar, Alton",JR-3,FIU,20.71,Conference USA Championship,2016-05-12,0.3,200,M
46,"Anumnu, Charles",JR-3,Texas,20.72,LSU Alumni Gold,2016-04-23,2.5,200,M
47,"Moffett, Malik",SO-2,Penn State,20.73,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.3,200,M
48,"Bacon, Jaylen",SO-2,Arkansas State,20.75,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.5,200,M
48,"Burrell, Cameron",SO-2,Houston,20.75,The American Outdoor Track & Field Championships,2016-05-12,0.1,200,M
50,"Jenkins, Raytez",SO-2,Georgia,20.77,Virginia Challenge,2016-04-22,-1.0,200,M
50,"Rocha, Rodrigo",SR-4,Miss State,20.77,Florida Relays,2016-03-31,2.4,200,M
52,"McTear, Jamael",SR-4,Grambling,20.78,SHSU Last Chance,2016-05-14,1.0,200,M
53,"Ways, Ceo",JR-3,North Carolina,20.79,ACC Championships,2016-05-13,0.9,200,M
54,"Montgomery, Kahmari",FR-1,Missouri,20.80,Florida Relays,2016-03-31,2.4,200,M
54,"Scott, Rafael",SO-2,South Alabama,20.80,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.5,200,M
56,"Dasor, Emmanuel",SR-4,Western Kentucky,20.81,Conference USA Championship,2016-05-12,0.3,200,M
56,"Mclin, Khai",FR-1,Campbell,20.81,Big South Outdoor Track & Field Championships,2016-05-10,-0.1,200,M
58,"Hicks, Jermey",JR-3,Louisiana Tech,20.82,Conference USA Championship,2016-05-12,0.3,200,M
58,"Fisher, James",JR-3,Northern Arizona,20.82,Jim Click Shootout,2016-04-09,2.0,200,M
58,"Winters, Jr, David",JR-3,South Carolina,20.82,SEC Championships,2016-05-12,1.9,200,M
61,"Brissett, Christian",FR-1,Iowa,20.83,Jim Click Shootout,2016-04-09,2.0,200,M
62,"Tsumba, Tatenda",JR-3,BYU,20.84@,2016 BYU Cougar Invitational,2016-05-12,0.0,200,M
62,"Martin, Jacarias",FR-1,Houston,20.84,Mt. SAC Relays,2016-04-14,2.2,200,M
62,"Pitts, Jamal",JR-3,Florida State,20.84,Seminole Invitational,2016-04-15,0.8,200,M
65,"Ceneus, Randall",FR-1,Auburn,20.85,SEC Championships,2016-05-12,1.5,200,M
65,"Woodson, Markesh",SR-4,Missouri,20.85,SEC Championships,2016-05-12,1.3,200,M
67,"Bynum, Anthony",SR-4,Charlotte,20.86,Charlotte 49er Classic,2016-03-17,1.2,200,M
68,"Sears, Ventavius",JR-3,Western Kentucky,20.87,Conference USA Championship,2016-05-12,0.3,200,M
68,"Porter, Demarcus",SO-2,Texas State,20.87,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.3,200,M
68,"Burke, Mario",FR-1,Houston,20.87,The American Outdoor Track & Field Championships,2016-05-12,0.1,200,M
71,"Morgan Jr, Ricky",SO-2,USC,20.88,UCLA vs. USC Dual Meet,2016-05-01,1.7,200,M
71,"Lewis, Reggie",SR-4,Arizona State,20.88,37th Annual Sun Angel Classic,2016-04-08,0.5,200,M
71,"Jenkins, Justin",SR-4,Sam Houston St.,20.88,Texas State Bobcat Invitational,2016-03-31,3.6,200,M
71,"Richards III, Joseph",SR-4,Texas Tech,20.88@,Texas Tech Open,2016-03-24,1.3,200,M
75,"Larry, Lorenzo",JR-3,Wisconsin,20.89,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,1.2,200,M
75,"Blakely, Anthony",SR-4,Arkansas,20.89,John McDonnell Invitational,2016-04-22,2.8,200,M
77,"Smith, Thaddeus",FR-1,Cal St. Fullerton,20.90,Mt. SAC Relays,2016-04-14,2.7,200,M
77,"Cotton, Kenzo",SO-2,Arkansas,20.90,Arkansas Twilight,2016-05-06,-0.7,200,M
77,"White, Jesse",SR-4,BYU,20.90@,2016 BYU Cougar Invitational,2016-05-12,0.0,200,M
77,"McBride, Elroy",SR-4,Texas Tech,20.90@,Texas Tech Masked Rider Open,2016-05-06,2.6,200,M
81,"Dotson, Malcolm",FR-1,Purdue,20.91,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,4.0,200,M
81,"Okoye, Jon",SR-4,Georgia,20.91,Spec Towns Invitational 2016,2016-04-08,1.4,200,M
81,"Lloyd, Antoine",SO-2,Nebraska,20.91,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,2.3,200,M
84,"Devonish, Anderson",JR-3,Illinois State,20.93,2016 MVC Outdoor Track and Field Championships,2016-05-13,3.5,200,M
84,"Rowe, Rodney",FR-1,N. Carolina A&T,20.93,MEAC Outdoor Track & Field Championships,2016-05-05,1.2,200,M
86,"Chambers, Marcus",JR-3,Oregon,20.94,Oregon Relays,2016-04-15,1.4,200,M
86,"Bilderback, Zack",SR-4,Texas,20.94,Texas Invitational,2016-04-16,0.3,200,M
86,"Kennedy, Isiah",JR-3,Northern Arizona,20.94@,Big Sky Outdoor Track & Field Championships,2016-05-11,3.0,200,M
86,"Powell, Leon",SO-2,UCLA,20.94,UCLA vs. Texas A&M Dual Meet,2016-04-16,-1.8,200,M
86,"Robinson, Byron",JR-3,Texas,20.94,Texas Invitational,2016-04-16,1.4,200,M
86,"Dunkley, Fitzroy",SR-4,LSU,20.94,LSU Battle on the Bayou,2016-04-09,3.9,200,M
92,"Mustard, Alex",SO-2,Montana,20.95@,Big Sky Outdoor Track & Field Championships,2016-05-11,3.2,200,M
92,"Carter, Hanoj",JR-3,UL-Lafayette,20.95,Sun Belt Conference Outdoor Track & Field Championships,2016-05-13,0.7,200,M
92,"Rogers, Calvary",FR-1,Penn,20.95,Florida Relays,2016-03-31,2.4,200,M
92,"Brown, Izaiah",FR-1,Rutgers,20.95,Seminole Invitational,2016-04-15,0.8,200,M
96,"Smith, Xavier",SO-2,Penn State,20.96,Pepsi Invitational,2016-04-09,1.4,200,M
96,"Menchaca, Zach",FR-1,Cornell,20.96,Ivy League Outdoor Track & Field Championships,2016-05-07,0.3,200,M
96,"Watkins, Darius",SO-2,Virginia Tech,20.96,Miami Hurricane Invitational,2016-03-18,2.8,200,M
96,"Cheeks, Michael",JR-3,Clemson,20.96,ACC Championships,2016-05-13,0.9,200,M
96,"Gibson, Larry",SR-4,Cornell,20.96,Ivy League Outdoor Track & Field Championships,2016-05-07,1.4,200,M
1,"Hall-Thompson, Eli",JR-3,Houston,19.96,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
2,"Coleman, Christian",JR-3,Tennessee,19.98,SEC Outdoor Track & Field Championships,2017-05-11,0.6,200,M
2,"Richards, Jereem",JR-3,Alabama,19.98,SEC Outdoor Track & Field Championships,2017-05-11,3.3,200,M
4,"Willis, Maxwell",FR-1,Baylor,20.07,Big 12 Outdoor Track & Field Championships,2017-05-12,3.4,200,M
5,"Mitchell-Blake, Nethaneel",SR-4,LSU,20.09,SEC Outdoor Track & Field Championships,2017-05-11,0.6,200,M
6,"Titi, Ncincilili",JR-3,South Carolina,20.14,Gamecock Invitational,2017-04-15,1.7,200,M
7,"Thymes, Just'N",SR-4,USC,20.24,39th Annual Aztec Invitational,2017-03-24,2.1,200,M
8,"Kerley, Fred",SR-4,Texas A&M,20.27,Roadrunner Invitational,2017-03-23,2.9,200,M
8,"King, Kyree",SR-4,Oregon,20.27,Pac-12 Championships,2017-05-13,2.8,200,M
10,"Bloomfield, Akeem",FR-1,Auburn,20.29,Texas Invitational,2017-04-14,2.8,200,M
11,"Williams, Kendal",SO-2,Georgia,20.30,SEC Outdoor Track & Field Championships,2017-05-11,0.6,200,M
12,"Carnes, Brandon",SR-4,Northern Iowa,20.31,Florida Relays,2017-03-30,2.2,200,M
12,"Washington, Josh",SR-4,Arkansas,20.31,SEC Outdoor Track & Field Championships,2017-05-11,2.3,200,M
14,"Bailey Jr., Aldrich",SR-4,Texas,20.33,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,200,M
15,"Bacon, Jaylen",JR-3,Arkansas State,20.35,Sun Belt Outdoor Track and Field Championships,2017-05-12,1.9,200,M
15,"Morris, Julius",JR-3,Western Kentucky,20.35@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,M
17,"Henderson, Kahlil",SR-4,Auburn,20.40,Texas Invitational,2017-04-14,2.8,200,M
17,"Trimble, Jamiel",JR-3,Air Force,20.40@,Mountain West Outdoor Track & Field Championships,2017-05-10,1.5,200,M
19,"Chambers, Marcus",SR-4,Oregon,20.43,Pac-12 Championships,2017-05-13,2.8,200,M
19,"Hudson, Andrew",SO-2,Texas Tech,20.43,38th Sun Angel Classic,2017-04-06,0.3,200,M
21,"Smith, Terrell",JR-3,Kansas State,20.44,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,200,M
22,"Smith, Teray",SR-4,Auburn,20.47,SEC Outdoor Track & Field Championships,2017-05-11,3.0,200,M
23,"Gayle, Steven",SR-4,Alabama,20.48,FSU Relays,2017-03-24,0.2,200,M
23,"Amoah, Joseph",FR-1,Coppin State,20.48,Weems Baskin Invitational,2017-03-24,3.3,200,M
25,"Acy, Tremayne",SR-4,LSU,20.49,LSU Alumni Gold,2017-04-22,0.8,200,M
26,"Morrow, Elijah",JR-3,Texas A&M,20.52,Roadrunner Invitational,2017-03-23,2.9,200,M
26,"Sourapas, Christian",SO-2,USC,20.52,Pac-12 Championships,2017-05-13,2.8,200,M
26,"Martin, Jacarias",SO-2,Houston,20.52,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
26,"Burke, Mario",SO-2,Houston,20.52,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
30,"Marshall, Deshawn",SR-4,Ohio State,20.53,Florida Relays,2017-03-30,2.2,200,M
31,"Cotton, Kenzo",JR-3,Arkansas,20.54,SEC Outdoor Track & Field Championships,2017-05-11,2.6,200,M
32,"Dasor, Emmanuel",SR-4,Western Kentucky,20.55,2017 WKU Hilltopper Relays,2017-04-07,1.9,200,M
33,"Flournoy, Jaron",SO-2,LSU,20.56,LSU Alumni Gold,2017-04-22,0.8,200,M
33,"James, Amir",JR-3,Northwestern St.,20.56,2017 TCU Invitational,2017-03-17,2.4,200,M
33,"Tsumba, Tatenda",SR-4,BYU,20.56@,2017 BYU Cougar Invitational,2017-05-12,0.0,200,M
36,"Belcher, Christopher",SR-4,N. Carolina A&T,20.59,MEAC Outdoor Championships,2017-05-04,-0.7,200,M
36,"Henry, Ivan",SO-2,Kansas,20.59,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,200,M
36,"Williams, Mustaqeem",SO-2,Tennessee,20.59,SEC Outdoor Track & Field Championships,2017-05-11,3.3,200,M
39,"Rowe, Rodney",SO-2,N. Carolina A&T,20.61,Florida Relays,2017-03-30,2.2,200,M
39,"Jefferson, Chris",SO-2,Sam Houston St.,20.61,Southland Conference Outdoor Championship,2017-05-12,1.7,200,M
41,"Oduduru, Divine",FR-1,Texas Tech,20.62,Michael Johnson Invitational,2017-04-22,2.7,200,M
42,"Ejiakuekwu, Roy",SO-2,Arkansas,20.63,SEC Outdoor Track & Field Championships,2017-05-11,3.3,200,M
43,"Williams, Cameron",SR-4,Boston U.,20.64,IC4A/ECAC Outdoor Track & Field Championships,2017-05-12,-1.0,200,M
43,"Fisher, Dusty",JR-3,Boise State,20.64@,Mountain West Outdoor Track & Field Championships,2017-05-10,1.5,200,M
43,"Igbokwe, Obi",SO-2,Arkansas,20.64,Baylor Invitational,2017-04-08,1.7,200,M
43,"Benjamin, Rai",SO-2,UCLA,20.64,Bob Larsen Distance Carnival/UCLA Legends Invite,2017-03-31,1.7,200,M
47,"Sears, Ventavius",SR-4,Western Kentucky,20.65@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,M
47,"DeMoss, Davon",SO-2,Memphis,20.65,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
49,"Givans, Senoj-Jay",SR-4,Texas,20.67,LSU Alumni Gold,2017-04-22,0.1,200,M
49,"Carter, Hanoj",SR-4,UL-Lafayette,20.67,Sun Belt Outdoor Track and Field Championships,2017-05-12,1.9,200,M
51,"Anumnu, Charles",SR-4,Texas,20.68,Big 12 Outdoor Track & Field Championships,2017-05-12,4.0,200,M
52,"Gabriel, Caleb",SR-4,N. Carolina A&T,20.69,UF Tom Jones Memorial,2017-04-28,-0.5,200,M
53,"Green, DeTorrian",JR-3,Alabama A&M,20.70,2017 Aggie Last Chance,2017-05-14,0.2,200,M
53,"Mutanga, Tinashe",SR-4,LSU,20.70,SEC Outdoor Track & Field Championships,2017-05-11,3.0,200,M
53,"Gordon, Zach",SR-4,SE Missouri,20.70,OVC Outdoor Track & Field Championship,2017-05-11,3.7,200,M
56,"Davis, Josh",SO-2,Alabama State,20.71,War Eagle Invititaional,2017-04-21,0.5,200,M
57,"Gray, Nick",SO-2,Ohio State,20.72,2017 Jesse Owens University Classic,2017-04-21,3.1,200,M
58,"Winters, Jr, David",SR-4,South Carolina,20.73,SEC Outdoor Track & Field Championships,2017-05-11,2.3,200,M
59,"Brissett, Christian",SO-2,Iowa,20.75,Jim Click Shootout,2017-04-08,1.1,200,M
60,"Hicks, D'Khari",SR-4,Oral Roberts,20.76,The Summit League Outdoor Track & Field Championships,2017-05-11,3.0,200,M
60,"Morgan Jr, Ricky",JR-3,USC,20.76,Pac-12 Championships,2017-05-13,2.8,200,M
60,"Charleston, Cravont",FR-1,North Carolina St.,20.76,ACC Outdoor Track & Field Championships,2017-05-12,0.5,200,M
63,"Timpson, Jr, Michael",SO-2,Florida,20.77,Florida Relays,2017-03-30,2.2,200,M
64,"Carson, Cra'Vorkian",JR-3,Southern Miss.,20.78,Southern Miss Open,2017-04-28,1.8,200,M
64,"Clark, Ryan",SO-2,Florida,20.78,UF Tom Jones Memorial,2017-04-28,-0.5,200,M
66,"Mapps, Desmond",JR-3,Arkansas-Little Rock,20.79,Sun Belt Outdoor Track and Field Championships,2017-05-12,1.9,200,M
67,"Quinn, Devin",SO-2,Illinois,20.80,Illinois Twilight,2017-04-22,1.2,200,M
67,"Wilson, Malik",JR-3,Baylor,20.80,Baylor Invitational,2017-04-08,2.2,200,M
69,"Wilson, O'Shea",JR-3,Iowa,20.81,Jim Click Shootout,2017-04-08,1.1,200,M
69,"Page, Champ",SR-4,Ohio State,20.81,2017 Jesse Owens University Classic,2017-04-21,3.1,200,M
71,"Minor, Eli",JR-3,Western Kentucky,20.82@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,M
71,"Eiker, Josh",FR-1,Illinois,20.82,Illinois Twilight,2017-04-22,1.2,200,M
71,"Allen, Will",FR-1,Alabama,20.82,SEC Outdoor Track & Field Championships,2017-05-11,3.3,200,M
71,"Allen, Nathon",FR-1,Auburn,20.82,Tiger Track Classic,2017-04-07,0.6,200,M
71,"Lattin, Amere",SO-2,Houston,20.82,Cougar Spring Break Invitational,2017-03-16,3.3,200,M
76,"Powell, Leon",JR-3,UCLA,20.85,USC vs. UCLA,2017-04-29,0.9,200,M
76,"Lamb, Cordell",JR-3,Clemson,20.85,ACC Outdoor Track & Field Championships,2017-05-12,1.6,200,M
78,"Reece, Alex",SR-4,Weber State,20.86@,Utah/Weber State Spring Classic - Day 2,2017-04-08,3.5,200,M
78,"Anumnu, Carlton",SR-4,Texas,20.86,Longhorn Invitational,2017-04-28,3.4,200,M
78,"HEARD, Collin",SR-4,North Texas,20.86,Texas State Bobcat Classic,2017-04-28,2.3,200,M
81,"Horton, Hakeem",SO-2,East Carolina,20.87,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
81,"Peebles, Dylan",FR-1,North Carolina St.,20.87,ACC Outdoor Track & Field Championships,2017-05-12,0.5,200,M
81,"Ceneus, Randall",SO-2,Auburn,20.87,FSU Relays,2017-03-24,0.2,200,M
84,"O'Neal, Devin",JR-3,Alabama State,20.88,Gamecock Invitational,2017-04-15,1.7,200,M
84,"Cheeks, Michael",SR-4,Clemson,20.88,ACC Outdoor Track & Field Championships,2017-05-12,0.5,200,M
84,"Hislop, Akanni",FR-1,LSU,20.88,SEC Outdoor Track & Field Championships,2017-05-11,3.0,200,M
87,"Harris, Mar'yea",SO-2,Iowa,20.89,Jim Click Shootout,2017-04-08,1.1,200,M
87,"Rodgers, Derrius",FR-1,Illinois State,20.89,Ole Miss/ Joe Walker Invitational,2017-03-24,-0.3,200,M
87,"Hazel, Warren",SO-2,Southern Illinois,20.89,2017 MVC Outdoor Track and Field Championships,2017-05-12,0.6,200,M
90,"Burrell, Cameron",JR-3,Houston,20.90,The American Outdoor Track & Field Championships,2017-05-12,2.1,200,M
90,"McGruder, Michael",JR-3,Arkansas-Little Rock,20.90,2017 Rhodes Invitational,2017-03-17,1.1,200,M
92,"Campbell, Keon",SR-4,Prairie View,20.91,SWAC Outdoor Championship,2017-05-05,0.8,200,M
92,"London, Wil",SO-2,Baylor,20.91@,Texas Tech Red Raider Shoot-Out,2017-04-28,3.4,200,M
92,"Rogers, Calvary",SO-2,Penn,20.91,Ivy League Outdoor Track & Field Championships,2017-05-06,2.6,200,M
92,"Walsh, Tahir",SR-4,Mid. Tenn. State,20.91@,2017 Conference USA Outdoor Track & Field Championship,2017-05-11,0.7,200,M
92,"Larry, Lorenzo",SR-4,Wisconsin,20.91,Jim Click Shootout,2017-04-08,1.1,200,M
97,"Webb, Kyle",SR-4,Purdue,20.92,Rankin/Poehlein Invitational,2017-04-21,2.1,200,M
97,"Warren, Lincoln",SO-2,Texas State,20.92,Texas State Bobcat Twilight,2017-04-21,3.2,200,M
97,"Brown, Clark",FR-1,BYU,20.92@,2017 BYU Cougar Invitational,2017-05-12,2.9,200,M
97,"Akerele, Omeiza",JR-3,Oral Roberts,20.92,The Summit League Outdoor Track & Field Championships,2017-05-11,1.6,200,M
